18,3.288461538,Four Rooms (1995),"room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room, room",0,0,0,0,0,0,0,0,0,0
19,2.597826087,Ace Ventura: When Nature Calls (1995),"ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, ace, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, call, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calling, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, calls, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalization, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturalized, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, naturally, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature, nature",0.125,0.125,0,0.125,0,0,0,0,0,0.125
20,2.538461538,Money Train (1995),"money, money, money, money, money, money, money, money, money, money, money, money, money, train, train, train, train, train, train, train, train, train, train, train, train, train, trained, trained, trained, trained, trained, trained, trained, trained, trained, trained, trained, trained, trained, training, training, training, training, training, training, training, training, training, training, training, training, training",0.25,0,0.25,0.25,0,0,0.25,0,0.25,0.25
22,3.355263158,Copycat (1995),"copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat, copycat",0,1,1,0,1,0,0,0,0,0
23,3.090909091,Assassins (1995),"assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassin, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassinate, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination, assassination",0,1,1,0,0,1,0,0.666666667,0,0
24,3.044117647,Powder (1995),"powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powder, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered, powdered",0,0,0,0,0,0,0,0,0,0
25,3.742574257,Leaving Las Vegas (1995),"leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, leave, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega, vega",0,0.5,0,0,0,0,0,0.5,0.5,0
28,4.083333333,Persuasion (1995),"persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasion, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive, persuasive",0,0,0,0,0,0,0,0,0,0
29,4.025,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, city, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost, lost",0,0.5,0,0,0,0,0,0.5,0,0
30,4.05,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),"shanghai, shanghai, shanghai, shanghai, shanghai, shanghai, shanghai, shanghai, shanghai, shanghai, triad, triad, triad, triad, triad, triad, triad, triad, triad, triad",0,0.5,0,0,0.5,0.5,0,0,0,0
31,3.178571429,Dangerous Minds (1995),"danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, danger, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, dangerous, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, mind, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, minded, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindful, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness, mindfulness",0.333333333,0.333333333,0,0,0,0.333333333,0,0.166666667,0,0
